Protein	GO
NP_012441.1	GO:0006813
NP_012441.1	GO:0005783
NP_012440.1	GO:0016740
NP_012440.1	GO:0000166
NP_012440.1	GO:0018108
NP_012440.1	GO:0000186
NP_012440.1	GO:0016301
NP_012440.1	GO:0023014
NP_012440.1	GO:0004674
NP_012440.1	GO:0004672
NP_012440.1	GO:0031098
NP_012440.1	GO:0006468
NP_012440.1	GO:0000196
NP_012440.1	GO:0005935
NP_012440.1	GO:0060237
NP_012440.1	GO:0032147
NP_012440.1	GO:0005737
NP_012440.1	GO:0035556
NP_012440.1	GO:0005524
NP_012440.1	GO:0030010
NP_012440.1	GO:0004709
NP_012440.1	GO:0007584
NP_012440.1	GO:0043332
NP_012440.1	GO:0030242
NP_012440.1	GO:0016310
NP_012440.1	GO:0030968
NP_012440.1	GO:0010447
NP_012440.1	GO:0004713
NP_012439.2	GO:0005739
NP_012439.2	GO:0032543
NP_012439.2	GO:0005840
NP_012439.2	GO:0005762
NP_012439.2	GO:0003735
NP_012438.1	GO:0006629
NP_012438.1	GO:0042175
NP_012438.1	GO:0005789
NP_012438.1	GO:0005773
NP_012438.1	GO:0030176
NP_012438.1	GO:0000324
NP_012438.1	GO:0016020
NP_012438.1	GO:0102345
NP_012438.1	GO:0102344
NP_012438.1	GO:0005783
NP_012438.1	GO:0030148
NP_012438.1	GO:0007034
NP_012438.1	GO:0005774
NP_012438.1	GO:0016021
NP_012438.1	GO:0018812
NP_012438.1	GO:0004300
NP_012438.1	GO:0016829
NP_012438.1	GO:0006631
NP_012438.1	GO:0102158
NP_012438.1	GO:0030497
NP_012438.1	GO:0102343
NP_012438.1	GO:0006633
NP_012438.1	GO:0000329
NP_012437.1	GO:0007049
NP_012437.1	GO:0005739
NP_012437.1	GO:0000082
NP_012437.1	GO:0002098
NP_012436.1	GO:0006893
NP_012436.1	GO:0034221
NP_012436.1	GO:0005794
NP_012436.1	GO:0034044
NP_012436.1	GO:0016020
NP_012436.1	GO:0005829
NP_012436.1	GO:0003674
NP_012436.1	GO:0030136
NP_012436.1	GO:0030140
NP_012436.1	GO:0015031
NP_012435.1	GO:0004430
NP_012435.1	GO:0046854
NP_012435.1	GO:0007030
NP_012435.1	GO:0005768
NP_012435.1	GO:0007032
NP_012435.1	GO:0005737
NP_012435.1	GO:0000329
NP_012435.1	GO:0016740
NP_012435.1	GO:0005886
NP_012435.1	GO:0046872
NP_012435.1	GO:0016310
NP_012435.1	GO:0005802
NP_012435.1	GO:0005773
NP_012435.1	GO:0016301
NP_012435.1	GO:0005774
NP_012435.1	GO:0000166
NP_012435.1	GO:0016020
NP_012435.1	GO:0005524
NP_012434.1	GO:0004357
NP_012434.1	GO:0046686
NP_012434.1	GO:0006750
NP_012434.1	GO:0000166
NP_012434.1	GO:0005524
NP_012434.1	GO:0003824
NP_012434.1	GO:0042542
NP_012434.1	GO:0016874
NP_012433.1	GO:0000166
NP_012433.1	GO:0032543
NP_012433.1	GO:0051881
NP_012433.1	GO:0005829
NP_012433.1	GO:0006412
NP_012433.1	GO:0000002
NP_012433.1	GO:0005525
NP_012433.1	GO:0032790
NP_012433.1	GO:0003746
NP_012433.1	GO:0003924
NP_012433.1	GO:0005739
NP_012433.1	GO:0006414
NP_012432.1	GO:0043565
NP_012432.1	GO:0000981
NP_012432.1	GO:0006357
NP_012432.1	GO:0003677
NP_012432.1	GO:0046872
NP_012432.1	GO:0005634
NP_012432.1	GO:0006355
NP_012432.1	GO:0030435
NP_012432.1	GO:0006119
NP_012432.1	GO:0003700
NP_012432.1	GO:0008270
NP_012432.1	GO:0009267
NP_012431.1	GO:0005744
NP_012431.1	GO:0001405
NP_012431.1	GO:0016020
NP_012431.1	GO:0005743
NP_012431.1	GO:0019904
NP_012431.1	GO:0005739
NP_012431.1	GO:0030150
NP_012431.1	GO:0015031
NP_012430.1	GO:0006325
NP_012430.1	GO:0008150
NP_012430.1	GO:0046872
NP_012430.1	GO:0003674
NP_012430.1	GO:0005575
NP_012429.1	GO:0035556
NP_012429.1	GO:0016740
NP_012429.1	GO:1902596
NP_012429.1	GO:0004672
NP_012429.1	GO:0016301
NP_012429.1	GO:0010468
NP_012429.1	GO:0040020
NP_012429.1	GO:0016310
NP_012429.1	GO:0051321
NP_012429.1	GO:0004674
NP_012429.1	GO:0005737
NP_012429.1	GO:0005524
NP_012429.1	GO:0000166
NP_012429.1	GO:0005634
NP_012429.1	GO:0030435
NP_012429.1	GO:0006468
NP_012428.1	GO:0005575
NP_012428.1	GO:0008150
NP_012428.1	GO:0003674
NP_012427.1	GO:0008150
NP_012427.1	GO:0003674
NP_012427.1	GO:0016020
NP_012427.1	GO:0005783
NP_012427.1	GO:0016021
NP_012426.1	GO:0000472
NP_012426.1	GO:0000480
NP_012426.1	GO:0045943
NP_012426.1	GO:0006364
NP_012426.1	GO:0000447
NP_012426.1	GO:0005730
NP_012426.1	GO:0042254
NP_012426.1	GO:0032040
NP_012426.1	GO:0005634
NP_012426.1	GO:0000462
NP_012426.1	GO:0034455
NP_012426.1	GO:0033553
NP_012426.1	GO:0030686
NP_012426.1	GO:0005739
NP_012426.1	GO:0030688
NP_012425.1	GO:0051457
NP_012425.1	GO:0000122
NP_012425.1	GO:0046872
NP_012425.1	GO:0090295
NP_012425.1	GO:0000981
NP_012425.1	GO:0006355
NP_012425.1	GO:0003700
NP_012425.1	GO:0008270
NP_012425.1	GO:0000978
NP_012425.1	GO:0043565
NP_012425.1	GO:0003677
NP_012425.1	GO:0005634
NP_012424.1	GO:0005737
NP_012424.1	GO:0000166
NP_012424.1	GO:0005832
NP_012424.1	GO:0005524
NP_012424.1	GO:0051082
NP_012424.1	GO:0006457
NP_012423.1	GO:0000266
NP_012423.1	GO:0016559
NP_012423.1	GO:0005739
NP_012423.1	GO:0000002
NP_012423.1	GO:0042273
NP_012423.1	GO:0051082
NP_012423.1	GO:0005741
NP_012423.1	GO:0016020
NP_012423.1	GO:0043130
NP_012421.2	GO:0003723
NP_012421.2	GO:0016787
NP_012421.2	GO:0000166
NP_012421.2	GO:0003676
NP_012421.2	GO:0032197
NP_012421.2	GO:0008233
NP_012421.2	GO:0046872
NP_012421.2	GO:0016779
NP_012421.2	GO:0006508
NP_012421.2	GO:0003964
NP_012421.2	GO:0016740
NP_012421.2	GO:0032196
NP_012421.2	GO:0004190
NP_012421.2	GO:0004540
NP_012421.2	GO:0005634
NP_012421.2	GO:0006278
NP_012421.2	GO:0005739
NP_012421.2	GO:0004518
NP_012421.2	GO:0015074
NP_012421.2	GO:0003824
NP_012421.2	GO:0003677
NP_012421.2	GO:0008152
NP_012421.2	GO:0071897
NP_012421.2	GO:0090305
NP_012421.2	GO:0004523
NP_012421.2	GO:0090501
NP_012421.2	GO:0003887
NP_012421.2	GO:0005524
NP_012421.2	GO:0006310
NP_012421.2	GO:0000943
NP_012421.2	GO:0090502
NP_012421.2	GO:0005737
NP_012421.2	GO:0004519
NP_012422.2	GO:0003723
NP_012422.2	GO:0000943
NP_012422.2	GO:0032197
NP_012420.1	GO:0005829
NP_012420.1	GO:0006334
NP_012420.1	GO:0000781
NP_012420.1	GO:0006336
NP_012420.1	GO:0035066
NP_012420.1	GO:0005634
NP_012420.1	GO:0006325
NP_012420.1	GO:0030466
NP_012420.1	GO:0006348
NP_012420.1	GO:0032968
NP_012420.1	GO:0006333
NP_012420.1	GO:0042393
NP_012420.1	GO:0033523
NP_012420.1	GO:0001932
NP_012420.1	GO:0006337
NP_012420.1	GO:0016573
NP_012420.1	GO:0043618
NP_012420.1	GO:0006335
NP_012420.1	GO:0043486
NP_012420.1	GO:0010468
NP_012419.1	GO:0005739
NP_012419.1	GO:0031505
NP_012419.1	GO:0009277
NP_012419.1	GO:0003674
NP_012419.1	GO:0009986
NP_012419.1	GO:0007005
NP_012419.1	GO:0000324
NP_012418.1	GO:0006457
NP_012418.1	GO:0016020
NP_012418.1	GO:0051082
NP_012418.1	GO:0016021
NP_012418.1	GO:0006817
NP_012418.1	GO:0005783
NP_012418.1	GO:0010966
NP_012418.1	GO:0006888
NP_012417.1	GO:0016020
NP_012417.1	GO:0008150
NP_012417.1	GO:0003674
NP_012417.1	GO:0016021
NP_012414.1	GO:0005975
NP_012414.1	GO:0016857
NP_012414.1	GO:0006098
NP_012414.1	GO:0046872
NP_012414.1	GO:0003824
NP_012414.1	GO:0044262
NP_012414.1	GO:0009052
NP_012414.1	GO:0005737
NP_012414.1	GO:0019323
NP_012414.1	GO:0005829
NP_012414.1	GO:0016853
NP_012414.1	GO:0004750
NP_012413.1	GO:0005737
NP_012413.1	GO:0003674
NP_012413.1	GO:0005634
NP_012413.1	GO:0042273
NP_012413.1	GO:0042254
NP_012412.1	GO:0030137
NP_012412.1	GO:0003674
NP_012412.1	GO:0005794
NP_012412.1	GO:0005737
NP_012412.1	GO:0031410
NP_012412.1	GO:0008150
NP_012411.1	GO:0003682
NP_012411.1	GO:0005634
NP_012411.1	GO:0006397
NP_012411.1	GO:0000339
NP_012411.1	GO:1990726
NP_012411.1	GO:0000932
NP_012411.1	GO:0003729
NP_012411.1	GO:0000956
NP_012411.1	GO:0005737
NP_012411.1	GO:0000290
NP_012411.1	GO:0003723
NP_012411.1	GO:0016070
NP_012411.1	GO:0000288
NP_012410.1	GO:0005634
NP_012410.1	GO:0008168
NP_012410.1	GO:0031515
NP_012410.1	GO:0016740
NP_012410.1	GO:0016429
NP_012410.1	GO:0032259
NP_012410.1	GO:0030488
NP_012410.1	GO:0008033
NP_012409.1	GO:0016810
NP_012409.1	GO:0005739
NP_012409.1	GO:0008150
NP_012409.1	GO:0005737
NP_012409.1	GO:0016787
NP_012409.1	GO:0005575
NP_012409.1	GO:0006807
NP_012408.1	GO:0097043
NP_012408.1	GO:1990841
NP_012408.1	GO:0006281
NP_012408.1	GO:0030466
NP_012408.1	GO:0000781
NP_012408.1	GO:0010507
NP_012408.1	GO:0000122
NP_012408.1	GO:0004402
NP_012408.1	GO:0000183
NP_012408.1	GO:0016573
NP_012408.1	GO:0006348
NP_012408.1	GO:0043565
NP_012408.1	GO:0016747
NP_012408.1	GO:0005634
NP_012408.1	GO:0032931
NP_878103.1	GO:0016020
NP_878103.1	GO:0016021
NP_878103.1	GO:0003674
NP_878103.1	GO:0008150
NP_878103.1	GO:0005739
NP_012407.2	GO:0007231
NP_012407.2	GO:0005935
NP_012407.2	GO:0034605
NP_012407.2	GO:0018108
NP_012407.2	GO:0006972
NP_012407.2	GO:0007015
NP_012407.2	GO:0005934
NP_012407.2	GO:0016301
NP_012407.2	GO:0005078
NP_012407.2	GO:0010494
NP_012407.2	GO:0000187
NP_012407.2	GO:0046677
NP_012407.2	GO:0000165
NP_012407.2	GO:0031098
NP_012407.2	GO:0005737
NP_012407.2	GO:0004713
NP_012407.2	GO:0000169
NP_012407.2	GO:0006606
NP_012407.2	GO:0004672
NP_012407.2	GO:0005524
NP_012407.2	GO:0005515
NP_012407.2	GO:0004708
NP_012407.2	GO:0016310
NP_012407.2	GO:0006468
NP_012407.2	GO:0000166
NP_012407.2	GO:0004674
NP_012407.2	GO:0023014
NP_012407.2	GO:0032147
NP_012407.2	GO:0071474
NP_012407.2	GO:0016740
NP_012406.1	GO:0005886
NP_012406.1	GO:0055085
NP_012406.1	GO:0005887
NP_012406.1	GO:0071805
NP_012406.1	GO:0045121
NP_012406.1	GO:0006811
NP_012406.1	GO:0008324
NP_012406.1	GO:0006812
NP_012406.1	GO:0071944
NP_012406.1	GO:0030007
NP_012406.1	GO:0016021
NP_012406.1	GO:0015079
NP_012406.1	GO:0006813
NP_012406.1	GO:0016020
NP_012406.1	GO:1990573
NP_012406.1	GO:0140107
NP_012405.2	GO:0004151
NP_012405.2	GO:0016740
NP_012405.2	GO:0006541
NP_012405.2	GO:0008152
NP_012405.2	GO:0019240
NP_012405.2	GO:0046872
NP_012405.2	GO:0016597
NP_012405.2	GO:0006228
NP_012405.2	GO:0005524
NP_012405.2	GO:0006520
NP_012405.2	GO:0006207
NP_012405.2	GO:0044205
NP_012405.2	GO:0000166
NP_012405.2	GO:0006807
NP_012405.2	GO:0016021
NP_012405.2	GO:0006221
NP_012405.2	GO:0016743
NP_012405.2	GO:0004070
NP_012405.2	GO:0005737
NP_012405.2	GO:0003824
NP_012405.2	GO:0004088
NP_012405.2	GO:0045984
NP_012405.2	GO:0005829
NP_012405.2	GO:0016874
NP_012405.2	GO:0005739
NP_012404.1	GO:0070124
NP_012404.1	GO:0043022
NP_012404.1	GO:0003743
NP_012404.1	GO:0005739
NP_012403.1	GO:0005615
NP_012403.1	GO:0008150
NP_012403.1	GO:0003674
NP_012403.1	GO:0016021
NP_012403.1	GO:0006507
NP_012403.1	GO:0004621
NP_012403.1	GO:0000324
NP_012403.1	GO:0031012
NP_012403.1	GO:0016020
NP_878102.1	GO:0003674
NP_878102.1	GO:0005741
NP_878102.1	GO:0005739
NP_878102.1	GO:0016021
NP_878102.1	GO:0008150
NP_878102.1	GO:0016020
NP_012402.1	GO:0016020
NP_012402.1	GO:0016021
NP_012402.1	GO:0048250
NP_012402.1	GO:0006397
NP_012402.1	GO:0005739
NP_012402.1	GO:0005381
NP_012402.1	GO:0005743
NP_012402.1	GO:0022857
NP_012402.1	GO:0008380
NP_012401.1	GO:0019722
NP_012401.1	GO:0016021
NP_012401.1	GO:0030148
NP_012401.1	GO:0016020
NP_012401.1	GO:0006629
NP_012401.1	GO:0016787
NP_012401.1	GO:0016311
NP_012401.1	GO:0042392
NP_012401.1	GO:0005783
NP_012401.1	GO:0005789
NP_012401.1	GO:0006665
NP_012399.1	GO:0002181
NP_012399.1	GO:0003735
NP_012399.1	GO:0005840
NP_012399.1	GO:0006364
NP_012399.1	GO:0000447
NP_012399.1	GO:0022627
NP_012399.1	GO:0005737
NP_012399.1	GO:0006412
NP_012399.1	GO:0000461
NP_878101.1	GO:0005575
NP_878101.1	GO:0003674
NP_878101.1	GO:0008150
NP_012398.1	GO:0008466
NP_012398.1	GO:0016757
NP_012398.1	GO:0046872
NP_012398.1	GO:0102751
NP_012398.1	GO:0005737
NP_012398.1	GO:0005978
NP_012398.1	GO:0016740
NP_012397.1	GO:0000166
NP_012397.1	GO:0005886
NP_012397.1	GO:0003676
NP_012397.1	GO:0004386
NP_012397.1	GO:0003723
NP_012397.1	GO:0004004
NP_012397.1	GO:0006413
NP_012397.1	GO:0008186
NP_012397.1	GO:0010494
NP_012397.1	GO:0005524
NP_012397.1	GO:0005737
NP_012397.1	GO:0006412
NP_012397.1	GO:0016787
NP_012397.1	GO:0016281
NP_012397.1	GO:0003743
NP_012396.1	GO:0006486
NP_012396.1	GO:0016740
NP_012396.1	GO:0016757
NP_012396.1	GO:0097502
NP_012396.1	GO:0005783
NP_012396.1	GO:0000032
NP_012396.1	GO:0006487
NP_012396.1	GO:0000139
NP_012396.1	GO:0005794
NP_012396.1	GO:0006493
NP_012396.1	GO:0000026
NP_012396.1	GO:0000030
NP_012396.1	GO:0016020
NP_012396.1	GO:0016021
NP_012395.1	GO:0000288
NP_012395.1	GO:0006366
NP_012395.1	GO:0005634
NP_012395.1	GO:0001172
NP_012395.1	GO:0031990
NP_012395.1	GO:0044237
NP_012395.1	GO:0045948
NP_012395.1	GO:0034402
NP_012395.1	GO:0031369
NP_012395.1	GO:0003697
NP_012395.1	GO:0006367
NP_012395.1	GO:0005665
NP_012395.1	GO:0003824
NP_012395.1	GO:0000166
NP_012395.1	GO:0005737
NP_012395.1	GO:0006397
NP_012395.1	GO:0003968
NP_012395.1	GO:0003899
NP_012395.1	GO:0030880
NP_012395.1	GO:0000932
NP_012395.1	GO:0003727
NP_012395.1	GO:0006352
NP_012394.1	GO:0016740
NP_012394.1	GO:0004712
NP_012394.1	GO:0005634
NP_012394.1	GO:0000166
NP_012394.1	GO:0061406
NP_012394.1	GO:0004713
NP_012394.1	GO:0061408
NP_012394.1	GO:0004674
NP_012394.1	GO:0045944
NP_012394.1	GO:0018108
NP_012394.1	GO:0005737
NP_012394.1	GO:0006468
NP_012394.1	GO:0016310
NP_012394.1	GO:0016301
NP_012394.1	GO:0004672
NP_012394.1	GO:0005524
NP_012392.1	GO:0016021
NP_012392.1	GO:0006886
NP_012392.1	GO:0008320
NP_012392.1	GO:0015450
NP_012392.1	GO:0005744
NP_012392.1	GO:0000002
NP_012392.1	GO:0015031
NP_012392.1	GO:0005739
NP_012392.1	GO:0016020
NP_012392.1	GO:0005743
NP_012392.1	GO:0030150
NP_012392.1	GO:0031305
NP_012391.1	GO:0050790
NP_012391.1	GO:0005737
NP_012391.1	GO:0120174
NP_012391.1	GO:0055106
NP_012391.1	GO:0042631
NP_012390.1	GO:0005829
NP_012390.1	GO:0046488
NP_012390.1	GO:0016020
NP_012390.1	GO:0017157
NP_012390.1	GO:0005737
NP_012390.1	GO:0006869
NP_012390.1	GO:0008525
NP_012390.1	GO:0043231
NP_012390.1	GO:2000114
NP_012390.1	GO:0015914
NP_012390.1	GO:0008526
NP_012390.1	GO:0031090
NP_012390.1	GO:0005634
NP_012390.1	GO:0071944
NP_012390.1	GO:0005783
NP_012390.1	GO:0043001
NP_012390.1	GO:0000329
NP_012390.1	GO:0005886
NP_012390.1	GO:0005789
NP_012390.1	GO:0032541
NP_012389.1	GO:0005634
NP_012389.1	GO:0005737
NP_012389.1	GO:0003674
NP_012389.1	GO:0051321
NP_012388.1	GO:0003674
NP_012388.1	GO:0005739
NP_012388.1	GO:0008150
NP_012387.1	GO:0005730
NP_012387.1	GO:0001054
NP_012387.1	GO:0005736
NP_012387.1	GO:0005634
NP_012387.1	GO:0003899
NP_012387.1	GO:0042254
NP_012387.1	GO:0006360
NP_012387.1	GO:0042790
NP_012387.1	GO:0006362
NP_012386.1	GO:0030674
NP_012386.1	GO:0031146
NP_012386.1	GO:0019005
NP_012386.1	GO:0016567
NP_012386.1	GO:0004842
NP_012384.1	GO:0032509
NP_012384.1	GO:0030659
NP_012384.1	GO:0016021
NP_012384.1	GO:0016020
NP_012384.1	GO:0005775
NP_012384.1	GO:0000324
NP_012384.1	GO:0005773
NP_012384.1	GO:0000328
NP_012384.1	GO:0005768
NP_012384.1	GO:0031902
NP_012384.1	GO:0000329
NP_012384.1	GO:0044257
NP_012384.1	GO:0031410
NP_012384.1	GO:0031625
NP_012382.2	GO:0016853
NP_012382.2	GO:0008654
NP_012382.2	GO:0006021
NP_012382.2	GO:0004512
NP_012382.2	GO:0006629
NP_012382.2	GO:0005737
NP_012381.1	GO:0045053
NP_012381.1	GO:0016020
NP_012381.1	GO:0000329
NP_012381.1	GO:0030904
NP_012381.1	GO:0008565
NP_012381.1	GO:0005770
NP_012381.1	GO:0030906
NP_012381.1	GO:0005768
NP_012381.1	GO:0042147
NP_012381.1	GO:0015031
NP_012381.1	GO:0005829
NP_012381.1	GO:0006886
NP_012380.1	GO:0003873
NP_012380.1	GO:0000166
NP_012380.1	GO:0004331
NP_012380.1	GO:0006000
NP_012380.1	GO:0005524
NP_012380.1	GO:0003824
NP_012380.1	GO:0006006
NP_012380.1	GO:0006003
NP_012380.1	GO:0016311
NP_012380.1	GO:0016787
NP_012380.1	GO:0005829
NP_012380.1	GO:0005737
NP_012380.1	GO:0046835
NP_012379.2	GO:0043200
NP_012379.2	GO:0004252
NP_012379.2	GO:0008233
NP_012379.2	GO:0016540
NP_012379.2	GO:0005886
NP_012379.2	GO:0016020
NP_012379.2	GO:0019897
NP_012379.2	GO:0016787
NP_012379.2	GO:0006508
NP_012379.2	GO:0016485
NP_012378.1	GO:0051457
NP_012378.1	GO:0005737
NP_012378.1	GO:0004861
NP_012378.1	GO:0120171
NP_012378.1	GO:0004860
NP_012378.1	GO:0007049
NP_012378.1	GO:0000751
NP_012378.1	GO:0046872
NP_012378.1	GO:0051301
NP_012378.1	GO:0045736
NP_012378.1	GO:0006469
NP_012378.1	GO:0005634
NP_012378.1	GO:0043332
NP_012378.1	GO:0043577
NP_012377.1	GO:0009277
NP_012377.1	GO:0005618
NP_012377.1	GO:0031505
NP_012377.1	GO:0005886
NP_012377.1	GO:0005783
NP_012377.1	GO:0005934
NP_012377.1	GO:0071555
NP_012377.1	GO:0005576
NP_012377.1	GO:0000324
NP_012377.1	GO:0005199
NP_012377.1	GO:0071944
NP_012376.3	GO:0005576
NP_012376.3	GO:0071555
NP_012376.3	GO:0005621
NP_012376.3	GO:0005829
NP_012376.3	GO:0016887
NP_012376.3	GO:0031505
NP_012376.3	GO:0005199
NP_012376.3	GO:0009277
NP_012376.3	GO:0005618
NP_012375.2	GO:0005618
NP_012375.2	GO:0009277
NP_012375.2	GO:0008150
NP_012375.2	GO:0005199
NP_012375.2	GO:0003674
NP_012375.2	GO:0000324
NP_012375.2	GO:0031505
NP_012375.2	GO:0005576
NP_012374.1	GO:0003674
NP_012374.1	GO:0005739
NP_012374.1	GO:0031966
NP_012374.1	GO:0008150
NP_012374.1	GO:0016021
NP_012374.1	GO:0016020
NP_012373.2	GO:0042026
NP_012373.2	GO:0005634
NP_012373.2	GO:0005737
NP_012373.2	GO:0051085
NP_012373.2	GO:0008150
NP_012373.2	GO:0003674
NP_012373.2	GO:0051082
NP_012372.1	GO:0008150
NP_012372.1	GO:0016020
NP_012372.1	GO:0016021
NP_012372.1	GO:0003674
NP_012372.1	GO:0000329
NP_012372.1	GO:0055085
NP_012371.2	GO:0006468
NP_012371.2	GO:0004672
NP_012371.2	GO:0007049
NP_012371.2	GO:0010607
NP_012371.2	GO:0005524
NP_012371.2	GO:0051301
NP_012371.2	GO:0010737
NP_012371.2	GO:0000166
NP_012371.2	GO:0004691
NP_012371.2	GO:0016740
NP_012371.2	GO:0004674
NP_012371.2	GO:0016301
NP_012371.2	GO:0016310
NP_012371.2	GO:0016241
NP_012371.2	GO:0007265
NP_012371.2	GO:0005737
NP_012371.2	GO:0005952
NP_012371.2	GO:0018105
NP_012371.2	GO:0000790
NP_012371.2	GO:0005634
NP_012370.1	GO:0006468
NP_012370.1	GO:0035556
NP_012370.1	GO:0030003
NP_012370.1	GO:0004672
NP_012370.1	GO:0016740
NP_012370.1	GO:0005575
NP_012370.1	GO:0000166
NP_012370.1	GO:0006470
NP_012370.1	GO:0034613
NP_012370.1	GO:0016310
NP_012370.1	GO:0005524
NP_012370.1	GO:0016301
NP_012370.1	GO:0004674
NP_012370.1	GO:0005737
NP_012370.1	GO:0005634
NP_012369.1	GO:0055114
NP_012369.1	GO:0006122
NP_012369.1	GO:0005750
NP_012369.1	GO:0008121
NP_012369.1	GO:0005739
NP_012369.1	GO:0009060
NP_012369.1	GO:0005743
NP_012369.1	GO:0016020
NP_012369.1	GO:0070469
NP_012368.1	GO:0046872
NP_012368.1	GO:0008299
NP_012368.1	GO:0004161
NP_012368.1	GO:0045337
NP_012368.1	GO:0005737
NP_012368.1	GO:0006696
NP_012368.1	GO:0004337
NP_012368.1	GO:0005783
NP_012368.1	GO:0016740
NP_012368.1	GO:0006629
NP_012368.1	GO:0033384
NP_012367.2	GO:0035066
NP_012367.2	GO:0018024
NP_012367.2	GO:0008168
NP_012367.2	GO:0006353
NP_012367.2	GO:0000785
NP_012367.2	GO:1900049
NP_012367.2	GO:0016740
NP_012367.2	GO:0010452
NP_012367.2	GO:0034968
NP_012367.2	GO:0030437
NP_012367.2	GO:0005694
NP_012367.2	GO:0030174
NP_012367.2	GO:0046975
NP_012367.2	GO:0006354
NP_012367.2	GO:0032259
NP_012367.2	GO:0005829
NP_012367.2	GO:0016571
NP_012367.2	GO:0071441
NP_012367.2	GO:0005634
NP_012367.2	GO:2000616
NP_012367.2	GO:0045128
NP_012367.2	GO:0016575
NP_012367.2	GO:0006355
NP_012367.2	GO:0060195
NP_012365.2	GO:0012505
NP_012365.2	GO:0016020
NP_012365.2	GO:0016021
NP_012365.2	GO:0005886
NP_012365.2	GO:0003674
NP_012365.2	GO:0000747
NP_012364.2	GO:0031225
NP_012364.2	GO:0003674
NP_012364.2	GO:0009277
NP_012364.2	GO:0005783
NP_012364.2	GO:0005886
NP_012364.2	GO:0016020
NP_012364.2	GO:0008150
NP_012364.2	GO:0005739
NP_012363.1	GO:0000328
NP_012363.1	GO:0004180
NP_012363.1	GO:0004181
NP_012363.1	GO:0016787
NP_012363.1	GO:0005774
NP_012363.1	GO:0006807
NP_012363.1	GO:0008237
NP_012363.1	GO:0051603
NP_012363.1	GO:0016021
NP_012363.1	GO:0005773
NP_012363.1	GO:0006508
NP_012363.1	GO:0016020
NP_012363.1	GO:0008233
NP_012363.1	GO:0000324
NP_012363.1	GO:0046872
NP_012362.1	GO:0006260
NP_012362.1	GO:0006289
NP_012362.1	GO:0007004
NP_012362.1	GO:0006281
NP_012362.1	GO:0003690
NP_012362.1	GO:0005662
NP_012362.1	GO:0000722
NP_012362.1	GO:0006265
NP_012362.1	GO:0043565
NP_012362.1	GO:0007131
NP_012362.1	GO:0006312
NP_012362.1	GO:0006310
NP_012362.1	GO:0003677
NP_012362.1	GO:0016567
NP_012362.1	GO:0000781
NP_012362.1	GO:0006268
NP_012362.1	GO:0030491
NP_012362.1	GO:0005634
NP_012362.1	GO:0045184
NP_012362.1	GO:0010833
NP_012362.1	GO:0000794
NP_012362.1	GO:0000724
NP_012361.1	GO:0006077
NP_012361.1	GO:0005576
NP_012361.1	GO:0042546
NP_012361.1	GO:0005618
NP_012361.1	GO:0031505
NP_012361.1	GO:0003674
NP_012361.1	GO:0071555
NP_012361.1	GO:0000324
NP_012361.1	GO:0006078
NP_012359.1	GO:0042393
NP_012359.1	GO:0044109
NP_012359.1	GO:0031496
NP_012359.1	GO:0043044
NP_012359.1	GO:0015616
NP_012359.1	GO:0016514
NP_012359.1	GO:0005829
NP_012359.1	GO:0003677
NP_012359.1	GO:0005634
NP_012359.1	GO:0045944
NP_012359.1	GO:0000436
NP_012359.1	GO:0005987
NP_012358.1	GO:0000448
NP_012358.1	GO:0030687
NP_012358.1	GO:0006412
NP_012358.1	GO:0015934
NP_012358.1	GO:0022625
NP_012358.1	GO:0003735
NP_012358.1	GO:0005840
NP_012358.1	GO:0005737
NP_012358.1	GO:0002181
NP_012357.2	GO:0032266
NP_012357.2	GO:0005794
NP_012357.2	GO:0006914
NP_012357.2	GO:0034497
NP_012357.2	GO:0005739
NP_012357.2	GO:0000407
NP_012357.2	GO:0005802
NP_012357.2	GO:0032258
NP_012357.2	GO:0000324
NP_012357.2	GO:0034045
NP_012357.2	GO:0005774
NP_012357.2	GO:0015031
NP_012357.2	GO:0000045
NP_012357.2	GO:0016021
NP_012357.2	GO:0030659
NP_012357.2	GO:0030242
NP_012357.2	GO:0016236
NP_012357.2	GO:0031410
NP_012357.2	GO:0031966
NP_012357.2	GO:0016050
NP_012357.2	GO:0016020
NP_012357.2	GO:0000139
NP_012356.2	GO:0007010
NP_012356.2	GO:0032968
NP_012356.2	GO:0006457
NP_012356.2	GO:0005737
NP_012356.2	GO:0016272
NP_012356.2	GO:0051082
NP_012355.1	GO:0033615
NP_012355.1	GO:0019904
NP_012355.1	GO:0005739
NP_012355.1	GO:0005758
NP_012355.1	GO:0043461
NP_012354.1	GO:0005575
NP_012354.1	GO:0008150
NP_012354.1	GO:0003674
NP_012352.2	GO:0005783
NP_012352.2	GO:0016020
NP_012352.2	GO:0006486
NP_012352.2	GO:0000009
NP_012352.2	GO:0016740
NP_012352.2	GO:0097502
NP_012352.2	GO:0016757
NP_012352.2	GO:0005794
NP_012352.2	GO:0006487
NP_012352.2	GO:0000136
NP_012352.2	GO:0000139
NP_012352.2	GO:0016021
NP_012351.1	GO:0008033
NP_012351.1	GO:0000032
NP_012351.1	GO:0005694
NP_012351.1	GO:0000790
NP_012351.1	GO:0000723
NP_012351.1	GO:0000722
NP_012351.1	GO:0000408
NP_012351.1	GO:0045944
NP_012351.1	GO:0005634
